position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
13774	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13775	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13776	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13777	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13778	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13779	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13780	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13781	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13782	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13783	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13784	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13785	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13786	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13787	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13788	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13789	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13790	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13791	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13792	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13793	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13794	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13795	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13796	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13797	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13798	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13799	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13800	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13801	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13802	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13803	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13804	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13805	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13806	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13807	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13808	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13809	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13810	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13811	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13812	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13813	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13814	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13815	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13816	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13817	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13818	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13819	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13820	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13821	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13822	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13823	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13824	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13825	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13826	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13827	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13828	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13829	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13830	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13831	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13832	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13833	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13834	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13835	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13836	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13837	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13838	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13839	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13840	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13841	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13842	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13843	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13844	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13845	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13846	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13847	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13848	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13849	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13850	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13851	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13852	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13853	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13854	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13855	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13856	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13857	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13858	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13859	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13860	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13861	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13862	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13863	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13864	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13865	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13866	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13867	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13868	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13869	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13870	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13871	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13872	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13873	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13874	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13875	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13876	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13877	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13878	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13879	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13880	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13881	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13882	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13883	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13884	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13885	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13886	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13887	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13888	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13889	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13890	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13891	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13892	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13893	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13894	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13895	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13896	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13897	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13898	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13899	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13900	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13901	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13902	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13903	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13904	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13905	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13906	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13907	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13908	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13909	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13910	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13911	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13912	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13913	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13914	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13915	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13916	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13917	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13918	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13919	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13920	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13921	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13922	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13923	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13924	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13925	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13926	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13927	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13928	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13929	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13930	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13931	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13932	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13933	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13934	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13935	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13936	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13937	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13938	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13939	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13940	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13941	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13942	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13943	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
